year,country,sector,emissions
2017,Zimbabwe,Energy,2.48
2017,Zimbabwe,Fugitive Emissions,0.7
2017,Zimbabwe,Industrial Processes,0.48
2017,Zimbabwe,Land-Use Change and Forestry,0.06
2017,Zimbabwe,Other Fuel Combustion,1.78
2017,Zimbabwe,Total excluding LUCF,11.56
2017,Zimbabwe,Total including LUCF,11.62
2017,Zimbabwe,Waste,2.37
2016,Afghanistan,Agriculture,10.63
2016,Afghanistan,Energy,64.51
2016,Afghanistan,Fugitive Emissions,2.19
2016,Afghanistan,Industrial Processes,0
2016,Afghanistan,Land-Use Change and Forestry,0
2016,Afghanistan,Other Fuel Combustion,62.32
2016,Afghanistan,Total excluding LUCF,78.15
2016,Afghanistan,Total including LUCF,78.15
2016,Afghanistan,Waste,3
2016,Albania,Agriculture,2.1
2016,Albania,Energy,0.22
2016,Albania,Fugitive Emissions,0
2016,Albania,Industrial Processes,0
2016,Albania,Land-Use Change and Forestry,0
2016,Albania,Other Fuel Combustion,0.22
2016,Albania,Total excluding LUCF,3.25
2016,Albania,Total including LUCF,3.25
2016,Albania,Waste,0.93
2016,Algeria,Agriculture,6.97
2016,Algeria,Energy,29.13
2016,Algeria,Fugitive Emissions,28.11
2016,Algeria,Industrial Processes,0.01
2016,Algeria,Land-Use Change and Forestry,0.02
2016,Algeria,Other Fuel Combustion,1.02
2016,Algeria,Total excluding LUCF,49.4
2016,Algeria,Total including LUCF,49.42
2016,Algeria,Waste,13.29
2016,Andorra,Agriculture,0
2016,Andorra,Energy,0
2016,Andorra,Fugitive Emissions,0
2016,Andorra,Industrial Processes,0
2016,Andorra,Land-Use Change and Forestry,0
2016,Andorra,Other Fuel Combustion,0
2016,Andorra,Total excluding LUCF,0.05
2016,Andorra,Total including LUCF,0.05
2016,Andorra,Waste,0.05
2016,Angola,Agriculture,18.12
2016,Angola,Energy,17.98
2016,Angola,Fugitive Emissions,17.36
2016,Angola,Industrial Processes,0
2016,Angola,Land-Use Change and Forestry,5.75
2016,Angola,Other Fuel Combustion,0.61
2016,Angola,Total excluding LUCF,37.4
2016,Angola,Total including LUCF,43.15
2016,Angola,Waste,1.31
2016,Antigua and Barbuda,Agriculture,0.02
2016,Antigua and Barbuda,Energy,0
2016,Antigua and Barbuda,Fugitive Emissions,0
2016,Antigua and Barbuda,Industrial Processes,0
2016,Antigua and Barbuda,Land-Use Change and Forestry,0
2016,Antigua and Barbuda,Other Fuel Combustion,0
2016,Antigua and Barbuda,Total excluding LUCF,0.2
2016,Antigua and Barbuda,Total including LUCF,0.2
2016,Antigua and Barbuda,Waste,0.18
2016,Argentina,Agriculture,82.87
2016,Argentina,Energy,12.66
2016,Argentina,Fugitive Emissions,10.25
2016,Argentina,Industrial Processes,0.03
2016,Argentina,Land-Use Change and Forestry,0.09
2016,Argentina,Other Fuel Combustion,2.42
2016,Argentina,Total excluding LUCF,115.58
2016,Argentina,Total including LUCF,115.67
2016,Argentina,Waste,20.02
2016,Armenia,Agriculture,0.81
2016,Armenia,Energy,1.08
2016,Armenia,Fugitive Emissions,0.9
2016,Armenia,Industrial Processes,0
2016,Armenia,Land-Use Change and Forestry,0
2016,Armenia,Other Fuel Combustion,0.17
2016,Armenia,Total excluding LUCF,2.57
2016,Armenia,Total including LUCF,2.57
2016,Armenia,Waste,0.68
2016,Australia,Agriculture,68
2016,Australia,Energy,38.6
2016,Australia,Fugitive Emissions,35.75
2016,Australia,Industrial Processes,0.07
2016,Australia,Land-Use Change and Forestry,0.83
2016,Australia,Other Fuel Combustion,2.85
2016,Australia,Total excluding LUCF,118.28
2016,Australia,Total including LUCF,119.11
2016,Australia,Waste,11.6
2016,Austria,Agriculture,4.83
2016,Austria,Energy,0.62
2016,Austria,Fugitive Emissions,0.26
2016,Austria,Industrial Processes,0.05
2016,Austria,Land-Use Change and Forestry,0
2016,Austria,Other Fuel Combustion,0.36
2016,Austria,Total excluding LUCF,6.8
2016,Austria,Total including LUCF,6.8
2016,Austria,Waste,1.3
2016,Azerbaijan,Agriculture,4.02
2016,Azerbaijan,Energy,37.48
2016,Azerbaijan,Fugitive Emissions,37.2
2016,Azerbaijan,Industrial Processes,0
2016,Azerbaijan,Land-Use Change and Forestry,0
2016,Azerbaijan,Other Fuel Combustion,0.28
2016,Azerbaijan,Total excluding LUCF,44.82
2016,Azerbaijan,Total including LUCF,44.82
2016,Azerbaijan,Waste,3.32
2016,Bahamas,Agriculture,0.01
2016,Bahamas,Energy,0.02
2016,Bahamas,Fugitive Emissions,0
2016,Bahamas,Industrial Processes,0
2016,Bahamas,Land-Use Change and Forestry,0.02
2016,Bahamas,Other Fuel Combustion,0.02
2016,Bahamas,Total excluding LUCF,0.23
2016,Bahamas,Total including LUCF,0.25
2016,Bahamas,Waste,0.2
2016,Bahrain,Agriculture,0.02
2016,Bahrain,Energy,2.55
2016,Bahrain,Fugitive Emissions,2.49
2016,Bahrain,Industrial Processes,0.05
2016,Bahrain,Land-Use Change and Forestry,0
2016,Bahrain,Other Fuel Combustion,0.06
2016,Bahrain,Total excluding LUCF,14.24
2016,Bahrain,Total including LUCF,14.24
2016,Bahrain,Waste,11.61
2016,Bangladesh,Agriculture,58.37
2016,Bangladesh,Energy,3.35
2016,Bangladesh,Fugitive Emissions,1.4
2016,Bangladesh,Industrial Processes,0
2016,Bangladesh,Land-Use Change and Forestry,0.01
2016,Bangladesh,Other Fuel Combustion,1.94
2016,Bangladesh,Total excluding LUCF,80.24
2016,Bangladesh,Total including LUCF,80.24
2016,Bangladesh,Waste,18.52
2016,Barbados,Agriculture,0.02
2016,Barbados,Energy,0.05
2016,Barbados,Fugitive Emissions,0.05
2016,Barbados,Industrial Processes,0
2016,Barbados,Land-Use Change and Forestry,0
2016,Barbados,Other Fuel Combustion,0
2016,Barbados,Total excluding LUCF,2.33
2016,Barbados,Total including LUCF,2.33
2016,Barbados,Waste,2.26
2016,Belarus,Agriculture,9.25
2016,Belarus,Energy,1.1
2016,Belarus,Fugitive Emissions,1.04
2016,Belarus,Industrial Processes,0.06
2016,Belarus,Land-Use Change and Forestry,0
2016,Belarus,Other Fuel Combustion,0.06
2016,Belarus,Total excluding LUCF,16.55
2016,Belarus,Total including LUCF,16.55
2016,Belarus,Waste,6.14
2016,Belgium,Agriculture,6.25
2016,Belgium,Energy,1.07
2016,Belgium,Fugitive Emissions,0.57
2016,Belgium,Industrial Processes,0.03
2016,Belgium,Land-Use Change and Forestry,0
2016,Belgium,Other Fuel Combustion,0.5
2016,Belgium,Total excluding LUCF,8.45
2016,Belgium,Total including LUCF,8.45
2016,Belgium,Waste,1.11
2016,Belize,Agriculture,0.18
2016,Belize,Energy,0.11
2016,Belize,Fugitive Emissions,0.09
2016,Belize,Industrial Processes,0
2016,Belize,Land-Use Change and Forestry,0.02
2016,Belize,Other Fuel Combustion,0.02
2016,Belize,Total excluding LUCF,0.5
2016,Belize,Total including LUCF,0.52
2016,Belize,Waste,0.21
2016,Benin,Agriculture,2.97
2016,Benin,Energy,2.27
2016,Benin,Fugitive Emissions,0
2016,Benin,Industrial Processes,0
2016,Benin,Land-Use Change and Forestry,0.01
2016,Benin,Other Fuel Combustion,2.26
2016,Benin,Total excluding LUCF,5.38
2016,Benin,Total including LUCF,5.39
2016,Benin,Waste,0.14
2016,Bhutan,Agriculture,0.42
2016,Bhutan,Energy,0.38
2016,Bhutan,Fugitive Emissions,0
2016,Bhutan,Industrial Processes,0
2016,Bhutan,Land-Use Change and Forestry,0.01
2016,Bhutan,Other Fuel Combustion,0.38
2016,Bhutan,Total excluding LUCF,0.87
2016,Bhutan,Total including LUCF,0.88
2016,Bhutan,Waste,0.07
2016,Bolivia,Agriculture,18.81
2016,Bolivia,Energy,3.37
2016,Bolivia,Fugitive Emissions,2.91
2016,Bolivia,Industrial Processes,0
2016,Bolivia,Land-Use Change and Forestry,1.53
2016,Bolivia,Other Fuel Combustion,0.46
2016,Bolivia,Total excluding LUCF,24.83
2016,Bolivia,Total including LUCF,26.36
2016,Bolivia,Waste,2.65
2016,Bosnia and Herzegovina,Agriculture,1.54
2016,Bosnia and Herzegovina,Energy,0.79
2016,Bosnia and Herzegovina,Fugitive Emissions,0.71
2016,Bosnia and Herzegovina,Industrial Processes,0
2016,Bosnia and Herzegovina,Land-Use Change and Forestry,0
2016,Bosnia and Herzegovina,Other Fuel Combustion,0.08
2016,Bosnia and Herzegovina,Total excluding LUCF,3.46
2016,Bosnia and Herzegovina,Total including LUCF,3.46
2016,Bosnia and Herzegovina,Waste,1.13
2016,Botswana,Agriculture,2.1
2016,Botswana,Energy,1.56
2016,Botswana,Fugitive Emissions,0.72
2016,Botswana,Industrial Processes,0
2016,Botswana,Land-Use Change and Forestry,0
2016,Botswana,Other Fuel Combustion,0.85
2016,Botswana,Total excluding LUCF,3.87
2016,Botswana,Total including LUCF,3.87
2016,Botswana,Waste,0.21
2016,Brazil,Agriculture,339.75
2016,Brazil,Energy,18.25
2016,Brazil,Fugitive Emissions,5.85
2016,Brazil,Industrial Processes,0.23
2016,Brazil,Land-Use Change and Forestry,3.83
2016,Brazil,Other Fuel Combustion,12.41
2016,Brazil,Total excluding LUCF,424.8
2016,Brazil,Total including LUCF,428.63
2016,Brazil,Waste,66.57
2016,Brunei,Agriculture,0.02
2016,Brunei,Energy,9.08
2016,Brunei,Fugitive Emissions,9.06
2016,Brunei,Industrial Processes,0
2016,Brunei,Land-Use Change and Forestry,0.01
2016,Brunei,Other Fuel Combustion,0.02
2016,Brunei,Total excluding LUCF,9.26
2016,Brunei,Total including LUCF,9.28
2016,Brunei,Waste,0.16
2016,Bulgaria,Agriculture,1.84
2016,Bulgaria,Energy,1.36
2016,Bulgaria,Fugitive Emissions,1.03
2016,Bulgaria,Industrial Processes,0
2016,Bulgaria,Land-Use Change and Forestry,0
2016,Bulgaria,Other Fuel Combustion,0.34
2016,Bulgaria,Total excluding LUCF,7.09
2016,Bulgaria,Total including LUCF,7.09
2016,Bulgaria,Waste,3.89
2016,Burkina Faso,Agriculture,13.67
2016,Burkina Faso,Energy,1.08
2016,Burkina Faso,Fugitive Emissions,0
2016,Burkina Faso,Industrial Processes,0
2016,Burkina Faso,Land-Use Change and Forestry,0
2016,Burkina Faso,Other Fuel Combustion,1.08
2016,Burkina Faso,Total excluding LUCF,15.38
2016,Burkina Faso,Total including LUCF,15.38
2016,Burkina Faso,Waste,0.64
2016,Burundi,Agriculture,1.31
2016,Burundi,Energy,0.53
2016,Burundi,Fugitive Emissions,0
2016,Burundi,Industrial Processes,0
2016,Burundi,Land-Use Change and Forestry,0
2016,Burundi,Other Fuel Combustion,0.53
2016,Burundi,Total excluding LUCF,1.86
2016,Burundi,Total including LUCF,1.86
2016,Burundi,Waste,0.02
2016,Cambodia,Agriculture,17.08
2016,Cambodia,Energy,2.8
2016,Cambodia,Fugitive Emissions,0
2016,Cambodia,Industrial Processes,0
2016,Cambodia,Land-Use Change and Forestry,2.08
2016,Cambodia,Other Fuel Combustion,2.8
2016,Cambodia,Total excluding LUCF,20.16
2016,Cambodia,Total including LUCF,22.24
2016,Cambodia,Waste,0.28
2016,Cameroon,Agriculture,7.24
2016,Cameroon,Energy,4.34
2016,Cameroon,Fugitive Emissions,0.03
2016,Cameroon,Industrial Processes,0
2016,Cameroon,Land-Use Change and Forestry,0.37
2016,Cameroon,Other Fuel Combustion,4.31
2016,Cameroon,Total excluding LUCF,14.76
2016,Cameroon,Total including LUCF,15.13
2016,Cameroon,Waste,3.18
2016,Canada,Agriculture,23.78
2016,Canada,Energy,49.76
2016,Canada,Fugitive Emissions,42.68
2016,Canada,Industrial Processes,0.08
2016,Canada,Land-Use Change and Forestry,0.39
2016,Canada,Other Fuel Combustion,7.07
2016,Canada,Total excluding LUCF,90.49
2016,Canada,Total including LUCF,90.88
2016,Canada,Waste,16.88
2016,Central African Republic,Agriculture,10.4
2016,Central African Republic,Energy,12.37
2016,Central African Republic,Fugitive Emissions,0
2016,Central African Republic,Industrial Processes,0
2016,Central African Republic,Land-Use Change and Forestry,10.15
2016,Central African Republic,Other Fuel Combustion,12.37
2016,Central African Republic,Total excluding LUCF,23.34
2016,Central African Republic,Total including LUCF,33.49
2016,Central African Republic,Waste,0.57
2016,Chad,Agriculture,42.09
2016,Chad,Energy,6.32
2016,Chad,Fugitive Emissions,5.72
2016,Chad,Industrial Processes,0
2016,Chad,Land-Use Change and Forestry,0.78
2016,Chad,Other Fuel Combustion,0.61
2016,Chad,Total excluding LUCF,50.26
2016,Chad,Total including LUCF,51.04
2016,Chad,Waste,1.84
2016,Chile,Agriculture,5.12
2016,Chile,Energy,3.4
2016,Chile,Fugitive Emissions,1.15
2016,Chile,Industrial Processes,0.06
2016,Chile,Land-Use Change and Forestry,0.05
2016,Chile,Other Fuel Combustion,2.26
2016,Chile,Total excluding LUCF,13
2016,Chile,Total including LUCF,13.05
2016,Chile,Waste,4.42
2016,China,Agriculture,342.28
2016,China,Energy,743.88
2016,China,Fugitive Emissions,693.38
2016,China,Industrial Processes,0
2016,China,Land-Use Change and Forestry,0.28
2016,China,Other Fuel Combustion,50.5
2016,China,Total excluding LUCF,1242.15
2016,China,Total including LUCF,1242.43
2016,China,Waste,155.99
2016,Colombia,Agriculture,39.46
2016,Colombia,Energy,17.38
2016,Colombia,Fugitive Emissions,15.89
2016,Colombia,Industrial Processes,0.02
2016,Colombia,Land-Use Change and Forestry,0.15
2016,Colombia,Other Fuel Combustion,1.48
2016,Colombia,Total excluding LUCF,71.92
2016,Colombia,Total including LUCF,72.06
2016,Colombia,Waste,15.06
2016,Comoros,Agriculture,0.24
2016,Comoros,Energy,0.03
2016,Comoros,Fugitive Emissions,0
2016,Comoros,Industrial Processes,0
2016,Comoros,Land-Use Change and Forestry,0
2016,Comoros,Other Fuel Combustion,0.03
2016,Comoros,Total excluding LUCF,0.28
2016,Comoros,Total including LUCF,0.28
2016,Comoros,Waste,0.01
2016,"Congo, Dem. Rep.",Agriculture,13.17
2016,"Congo, Dem. Rep.",Energy,10.85
2016,"Congo, Dem. Rep.",Fugitive Emissions,0.91
2016,"Congo, Dem. Rep.",Industrial Processes,0
2016,"Congo, Dem. Rep.",Land-Use Change and Forestry,12.55
2016,"Congo, Dem. Rep.",Other Fuel Combustion,9.93
2016,"Congo, Dem. Rep.",Total excluding LUCF,37.79
2016,"Congo, Dem. Rep.",Total including LUCF,50.33
2016,"Congo, Dem. Rep.",Waste,13.77
2016,"Congo, Rep.",Agriculture,1.48
2016,"Congo, Rep.",Energy,1.33
2016,"Congo, Rep.",Fugitive Emissions,0.17
2016,"Congo, Rep.",Industrial Processes,0
2016,"Congo, Rep.",Land-Use Change and Forestry,0.27
2016,"Congo, Rep.",Other Fuel Combustion,1.16
2016,"Congo, Rep.",Total excluding LUCF,3.43
2016,"Congo, Rep.",Total including LUCF,3.7
2016,"Congo, Rep.",Waste,0.62
2016,Costa Rica,Agriculture,2.48
2016,Costa Rica,Energy,0.39
2016,Costa Rica,Fugitive Emissions,0
2016,Costa Rica,Industrial Processes,0
2016,Costa Rica,Land-Use Change and Forestry,0.03
2016,Costa Rica,Other Fuel Combustion,0.39
2016,Costa Rica,Total excluding LUCF,4.81
2016,Costa Rica,Total including LUCF,4.84
2016,Costa Rica,Waste,1.95
2016,Croatia,Agriculture,1.41
2016,Croatia,Energy,0.59
2016,Croatia,Fugitive Emissions,0.2
2016,Croatia,Industrial Processes,0
2016,Croatia,Land-Use Change and Forestry,0
2016,Croatia,Other Fuel Combustion,0.38
2016,Croatia,Total excluding LUCF,3.74
2016,Croatia,Total including LUCF,3.74
2016,Croatia,Waste,1.75
2016,Cuba,Agriculture,7.82
2016,Cuba,Energy,2.21
2016,Cuba,Fugitive Emissions,1.89
2016,Cuba,Industrial Processes,0
2016,Cuba,Land-Use Change and Forestry,0.01
2016,Cuba,Other Fuel Combustion,0.32
2016,Cuba,Total excluding LUCF,12.98
2016,Cuba,Total including LUCF,12.98
2016,Cuba,Waste,2.95
2016,Cyprus,Agriculture,0.17
2016,Cyprus,Energy,0.02
2016,Cyprus,Fugitive Emissions,0
2016,Cyprus,Industrial Processes,0
2016,Cyprus,Land-Use Change and Forestry,0
2016,Cyprus,Other Fuel Combustion,0.02
2016,Cyprus,Total excluding LUCF,0.72
2016,Cyprus,Total including LUCF,0.72
2016,Cyprus,Waste,0.53
2016,Czech Republic,Agriculture,3.02
2016,Czech Republic,Energy,4.85
2016,Czech Republic,Fugitive Emissions,3.86
2016,Czech Republic,Industrial Processes,0.04
2016,Czech Republic,Land-Use Change and Forestry,0
2016,Czech Republic,Other Fuel Combustion,0.98
2016,Czech Republic,Total excluding LUCF,12.44
2016,Czech Republic,Total including LUCF,12.44
2016,Czech Republic,Waste,4.54
2016,Denmark,Agriculture,6.06
2016,Denmark,Energy,0.37
2016,Denmark,Fugitive Emissions,0.1
2016,Denmark,Industrial Processes,0
2016,Denmark,Land-Use Change and Forestry,0
2016,Denmark,Other Fuel Combustion,0.27
2016,Denmark,Total excluding LUCF,7.17
2016,Denmark,Total including LUCF,7.17
2016,Denmark,Waste,0.74
2016,Djibouti,Agriculture,0.47
2016,Djibouti,Energy,0.03
2016,Djibouti,Fugitive Emissions,0
2016,Djibouti,Industrial Processes,0
2016,Djibouti,Land-Use Change and Forestry,0
2016,Djibouti,Other Fuel Combustion,0.03
2016,Djibouti,Total excluding LUCF,0.68
2016,Djibouti,Total including LUCF,0.68
2016,Djibouti,Waste,0.18
2016,Dominica,Agriculture,0.03
2016,Dominica,Energy,0
2016,Dominica,Fugitive Emissions,0
2016,Dominica,Industrial Processes,0
2016,Dominica,Land-Use Change and Forestry,0
2016,Dominica,Other Fuel Combustion,0
2016,Dominica,Total excluding LUCF,0.04
2016,Dominica,Total including LUCF,0.04
2016,Dominica,Waste,0.02
2016,Dominican Republic,Agriculture,6.06
2016,Dominican Republic,Energy,0.49
2016,Dominican Republic,Fugitive Emissions,0.12
2016,Dominican Republic,Industrial Processes,0
2016,Dominican Republic,Land-Use Change and Forestry,0
2016,Dominican Republic,Other Fuel Combustion,0.37
2016,Dominican Republic,Total excluding LUCF,8.98
2016,Dominican Republic,Total including LUCF,8.98
2016,Dominican Republic,Waste,2.43
2016,Ecuador,Agriculture,8.57
2016,Ecuador,Energy,0.67
2016,Ecuador,Fugitive Emissions,0.04
2016,Ecuador,Industrial Processes,0
2016,Ecuador,Land-Use Change and Forestry,0
2016,Ecuador,Other Fuel Combustion,0.63
2016,Ecuador,Total excluding LUCF,20.51
2016,Ecuador,Total including LUCF,20.51
2016,Ecuador,Waste,11.26
2016,Egypt,Agriculture,15.57
2016,Egypt,Energy,13.91
2016,Egypt,Fugitive Emissions,12.36
2016,Egypt,Industrial Processes,0
2016,Egypt,Land-Use Change and Forestry,0
2016,Egypt,Other Fuel Combustion,1.55
2016,Egypt,Total excluding LUCF,56.31
2016,Egypt,Total including LUCF,56.31
2016,Egypt,Waste,26.83
2016,El Salvador,Agriculture,1.52
2016,El Salvador,Energy,0.55
2016,El Salvador,Fugitive Emissions,0
2016,El Salvador,Industrial Processes,0
2016,El Salvador,Land-Use Change and Forestry,0
2016,El Salvador,Other Fuel Combustion,0.55
2016,El Salvador,Total excluding LUCF,4.03
2016,El Salvador,Total including LUCF,4.03
2016,El Salvador,Waste,1.96
2016,Equatorial Guinea,Agriculture,0.01
2016,Equatorial Guinea,Energy,13.03
2016,Equatorial Guinea,Fugitive Emissions,12.99
2016,Equatorial Guinea,Industrial Processes,0
2016,Equatorial Guinea,Land-Use Change and Forestry,0
2016,Equatorial Guinea,Other Fuel Combustion,0.04
2016,Equatorial Guinea,Total excluding LUCF,13.24
2016,Equatorial Guinea,Total including LUCF,13.24
2016,Equatorial Guinea,Waste,0.2
2016,Eritrea,Agriculture,2.98
2016,Eritrea,Energy,0.19
2016,Eritrea,Fugitive Emissions,0
2016,Eritrea,Industrial Processes,0
2016,Eritrea,Land-Use Change and Forestry,0
2016,Eritrea,Other Fuel Combustion,0.19
2016,Eritrea,Total excluding LUCF,3.69
2016,Eritrea,Total including LUCF,3.69
2016,Eritrea,Waste,0.52
2016,Estonia,Agriculture,0.63
2016,Estonia,Energy,0.19
2016,Estonia,Fugitive Emissions,0.02
2016,Estonia,Industrial Processes,0
2016,Estonia,Land-Use Change and Forestry,0
2016,Estonia,Other Fuel Combustion,0.18
2016,Estonia,Total excluding LUCF,1.07
2016,Estonia,Total including LUCF,1.07
2016,Estonia,Waste,0.24
2016,Eswatini,Agriculture,0.6
2016,Eswatini,Energy,0.29
2016,Eswatini,Fugitive Emissions,0.08
2016,Eswatini,Industrial Processes,0
2016,Eswatini,Land-Use Change and Forestry,0.01
2016,Eswatini,Other Fuel Combustion,0.21
2016,Eswatini,Total excluding LUCF,1.47
2016,Eswatini,Total including LUCF,1.48
2016,Eswatini,Waste,0.58
2016,Ethiopia,Agriculture,66.96
2016,Ethiopia,Energy,30.37
2016,Ethiopia,Fugitive Emissions,0
2016,Ethiopia,Industrial Processes,0
2016,Ethiopia,Land-Use Change and Forestry,0.45
2016,Ethiopia,Other Fuel Combustion,30.37
2016,Ethiopia,Total excluding LUCF,100.81
2016,Ethiopia,Total including LUCF,101.25
2016,Ethiopia,Waste,3.48
2016,European Union (27),Agriculture,219.51
2016,European Union (27),Energy,78.23
2016,European Union (27),Fugitive Emissions,54.49
2016,European Union (27),Industrial Processes,1.5
2016,European Union (27),Land-Use Change and Forestry,0.09
2016,European Union (27),Other Fuel Combustion,23.74
2016,European Union (27),Total excluding LUCF,403.14
2016,European Union (27),Total including LUCF,403.23
2016,European Union (27),Waste,103.91
2016,Fiji,Agriculture,0.21
2016,Fiji,Energy,0.31
2016,Fiji,Fugitive Emissions,0
2016,Fiji,Industrial Processes,0
2016,Fiji,Land-Use Change and Forestry,0
2016,Fiji,Other Fuel Combustion,0.31
2016,Fiji,Total excluding LUCF,0.63
2016,Fiji,Total including LUCF,0.63
2016,Fiji,Waste,0.12
2016,Finland,Agriculture,2.3
2016,Finland,Energy,0.29
2016,Finland,Fugitive Emissions,0.03
2016,Finland,Industrial Processes,0
2016,Finland,Land-Use Change and Forestry,0
2016,Finland,Other Fuel Combustion,0.26
2016,Finland,Total excluding LUCF,4.47
2016,Finland,Total including LUCF,4.47
2016,Finland,Waste,1.88
2016,France,Agriculture,42.78
2016,France,Energy,3.01
2016,France,Fugitive Emissions,1.25
2016,France,Industrial Processes,0.05
2016,France,Land-Use Change and Forestry,0
2016,France,Other Fuel Combustion,1.76
2016,France,Total excluding LUCF,59.94
2016,France,Total including LUCF,59.94
2016,France,Waste,14.09
2016,Gabon,Agriculture,0.21
2016,Gabon,Energy,0.26
2016,Gabon,Fugitive Emissions,0.17
2016,Gabon,Industrial Processes,0
2016,Gabon,Land-Use Change and Forestry,0.02
2016,Gabon,Other Fuel Combustion,0.09
2016,Gabon,Total excluding LUCF,1.13
2016,Gabon,Total including LUCF,1.15
2016,Gabon,Waste,0.66
2016,Gambia,Agriculture,0.92
2016,Gambia,Energy,0.37
2016,Gambia,Fugitive Emissions,0
2016,Gambia,Industrial Processes,0
2016,Gambia,Land-Use Change and Forestry,0
2016,Gambia,Other Fuel Combustion,0.37
2016,Gambia,Total excluding LUCF,1.64
2016,Gambia,Total including LUCF,1.64
2016,Gambia,Waste,0.35
2016,Georgia,Agriculture,1.2
2016,Georgia,Energy,1.04
2016,Georgia,Fugitive Emissions,0.97
2016,Georgia,Industrial Processes,0
2016,Georgia,Land-Use Change and Forestry,0
2016,Georgia,Other Fuel Combustion,0.08
2016,Georgia,Total excluding LUCF,5.38
2016,Georgia,Total including LUCF,5.38
2016,Georgia,Waste,3.14
2016,Germany,Agriculture,33.84
2016,Germany,Energy,12.23
2016,Germany,Fugitive Emissions,7.51
2016,Germany,Industrial Processes,0.5
2016,Germany,Land-Use Change and Forestry,0
2016,Germany,Other Fuel Combustion,4.72
2016,Germany,Total excluding LUCF,55.52
2016,Germany,Total including LUCF,55.52
2016,Germany,Waste,8.95
2016,Ghana,Agriculture,5.25
2016,Ghana,Energy,11.74
2016,Ghana,Fugitive Emissions,5.37
2016,Ghana,Industrial Processes,0
2016,Ghana,Land-Use Change and Forestry,0.04
2016,Ghana,Other Fuel Combustion,6.36
2016,Ghana,Total excluding LUCF,20.23
2016,Ghana,Total including LUCF,20.27
2016,Ghana,Waste,3.24
2016,Greece,Agriculture,4.2
2016,Greece,Energy,1.02
2016,Greece,Fugitive Emissions,0.82
2016,Greece,Industrial Processes,0
2016,Greece,Land-Use Change and Forestry,0.01
2016,Greece,Other Fuel Combustion,0.2
2016,Greece,Total excluding LUCF,9.4
2016,Greece,Total including LUCF,9.41
2016,Greece,Waste,4.19
2016,Grenada,Agriculture,0.01
2016,Grenada,Energy,0
2016,Grenada,Fugitive Emissions,0
2016,Grenada,Industrial Processes,0
2016,Grenada,Land-Use Change and Forestry,0
2016,Grenada,Other Fuel Combustion,0
2016,Grenada,Total excluding LUCF,2.01
2016,Grenada,Total including LUCF,2.01
2016,Grenada,Waste,2
2016,Guatemala,Agriculture,6.12
2016,Guatemala,Energy,3.9
2016,Guatemala,Fugitive Emissions,0.01
2016,Guatemala,Industrial Processes,0
2016,Guatemala,Land-Use Change and Forestry,0.09
2016,Guatemala,Other Fuel Combustion,3.89
2016,Guatemala,Total excluding LUCF,11.54
2016,Guatemala,Total including LUCF,11.64
2016,Guatemala,Waste,1.52
2016,Guinea,Agriculture,13.24
2016,Guinea,Energy,2.38
2016,Guinea,Fugitive Emissions,0
2016,Guinea,Industrial Processes,0
2016,Guinea,Land-Use Change and Forestry,0.07
2016,Guinea,Other Fuel Combustion,2.38
2016,Guinea,Total excluding LUCF,17.46
2016,Guinea,Total including LUCF,17.53
2016,Guinea,Waste,1.84
2016,Guinea-Bissau,Agriculture,1.15
2016,Guinea-Bissau,Energy,0.21
2016,Guinea-Bissau,Fugitive Emissions,0
2016,Guinea-Bissau,Industrial Processes,0
2016,Guinea-Bissau,Land-Use Change and Forestry,0.11
2016,Guinea-Bissau,Other Fuel Combustion,0.21
2016,Guinea-Bissau,Total excluding LUCF,1.45
2016,Guinea-Bissau,Total including LUCF,1.56
2016,Guinea-Bissau,Waste,0.09
2016,Guyana,Agriculture,1.23
2016,Guyana,Energy,0.07
2016,Guyana,Fugitive Emissions,0
2016,Guyana,Industrial Processes,0
2016,Guyana,Land-Use Change and Forestry,0.02
2016,Guyana,Other Fuel Combustion,0.07
2016,Guyana,Total excluding LUCF,1.44
2016,Guyana,Total including LUCF,1.46
2016,Guyana,Waste,0.15
2016,Haiti,Agriculture,3.08
2016,Haiti,Energy,0.23
2016,Haiti,Fugitive Emissions,0
2016,Haiti,Industrial Processes,0
2016,Haiti,Land-Use Change and Forestry,0
2016,Haiti,Other Fuel Combustion,0.23
2016,Haiti,Total excluding LUCF,4.67
2016,Haiti,Total including LUCF,4.67
2016,Haiti,Waste,1.36
2016,Honduras,Agriculture,4.5
2016,Honduras,Energy,1.06
2016,Honduras,Fugitive Emissions,0
2016,Honduras,Industrial Processes,0
2016,Honduras,Land-Use Change and Forestry,0.16
2016,Honduras,Other Fuel Combustion,1.06
2016,Honduras,Total excluding LUCF,7.97
2016,Honduras,Total including LUCF,8.14
2016,Honduras,Waste,2.41
2016,Hungary,Agriculture,2.5
2016,Hungary,Energy,1.39
2016,Hungary,Fugitive Emissions,0.71
2016,Hungary,Industrial Processes,0.04
2016,Hungary,Land-Use Change and Forestry,0
2016,Hungary,Other Fuel Combustion,0.68
2016,Hungary,Total excluding LUCF,7.2
2016,Hungary,Total including LUCF,7.2
2016,Hungary,Waste,3.27
2016,Iceland,Agriculture,0.31
2016,Iceland,Energy,0.01
2016,Iceland,Fugitive Emissions,0
2016,Iceland,Industrial Processes,0
